,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
741,ISL,Iceland,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,90.0,E,Estimated value
742,IRL,Ireland,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,79.0,E,Estimated value
743,ITA,Italy,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,76.0,E,Estimated value
744,JPN,Japan,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,81.0,E,Estimated value
745,KOR,Korea,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,77.0,E,Estimated value
746,LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,83.0,E,Estimated value
747,MEX,Mexico,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,71.0,E,Estimated value
748,NLD,Netherlands,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,87.0,E,Estimated value
749,NZL,New Zealand,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,85.0,E,Estimated value
750,NOR,Norway,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,89.0,E,Estimated value
751,POL,Poland,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,82.0,E,Estimated value
752,PRT,Portugal,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,77.0,E,Estimated value
753,SVK,Slovak Republic,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,75.0,E,Estimated value
754,ESP,Spain,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,74.0,E,Estimated value
755,SWE,Sweden,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,87.0,E,Estimated value
756,CHE,Switzerland,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,89.0,E,Estimated value
757,TUR,Turkey,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,74.0,E,Estimated value
758,GBR,United Kingdom,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,85.0,E,Estimated value
759,USA,United States,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,80.0,E,Estimated value
760,BRA,Brazil,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,85.0,E,Estimated value
761,CHL,Chile,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,85.0,E,Estimated value
762,EST,Estonia,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,82.0,E,Estimated value
763,ISR,Israel,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,85.0,E,Estimated value
764,RUS,Russia,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,82.0,E,Estimated value
765,SVN,Slovenia,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,82.0,E,Estimated value
766,OECD,OECD - Total,JE_EMPL,Employment rate,L,Value,HGH,High,PC,Percentage,0,units,,,80.0,E,Estimated value
767,AUS,Australia,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,55.0,E,Estimated value
768,AUT,Austria,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,48.0,E,Estimated value
769,BEL,Belgium,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,38.0,E,Estimated value
770,CAN,Canada,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,47.0,E,Estimated value
771,CZE,Czech Republic,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,22.0,E,Estimated value
772,DNK,Denmark,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,54.0,E,Estimated value
773,FIN,Finland,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,40.0,E,Estimated value
774,FRA,France,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,43.0,E,Estimated value
775,DEU,Germany,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,46.0,E,Estimated value
776,GRC,Greece,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,36.0,E,Estimated value
777,HUN,Hungary,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,27.0,E,Estimated value
778,ISL,Iceland,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,71.0,E,Estimated value
779,IRL,Ireland,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,35.0,E,Estimated value
780,ITA,Italy,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,42.0,E,Estimated value
781,JPN,Japan,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,70.0,E,Estimated value
782,KOR,Korea,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,44.0,E,Estimated value
783,LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,43.0,E,Estimated value
784,MEX,Mexico,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,59.0,E,Estimated value
785,NLD,Netherlands,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,58.0,E,Estimated value
786,NZL,New Zealand,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,59.0,E,Estimated value
787,NOR,Norway,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,52.0,E,Estimated value
788,POL,Poland,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,22.0,E,Estimated value
789,PRT,Portugal,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,55.0,E,Estimated value
790,SVK,Slovak Republic,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,16.0,E,Estimated value
791,ESP,Spain,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,47.0,E,Estimated value
792,SWE,Sweden,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,41.0,E,Estimated value
793,CHE,Switzerland,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,45.0,E,Estimated value
794,TUR,Turkey,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,46.0,E,Estimated value
795,GBR,United Kingdom,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,57.0,E,Estimated value
796,USA,United States,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,34.0,E,Estimated value
797,BRA,Brazil,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,59.0,E,Estimated value
798,CHL,Chile,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,48.0,E,Estimated value
799,EST,Estonia,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,35.0,E,Estimated value
800,ISR,Israel,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,32.0,E,Estimated value
801,RUS,Russia,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,28.0,E,Estimated value
802,SVN,Slovenia,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,34.0,E,Estimated value
803,OECD,OECD - Total,JE_EMPL,Employment rate,L,Value,LW,Low,PC,Percentage,0,units,,,46.0,E,Estimated value
804,AUS,Australia,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,4.8,,
805,AUT,Austria,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,3.9,,
806,BEL,Belgium,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.0,,
807,CAN,Canada,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,6.4,,
808,CZE,Czech Republic,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,4.1,,
809,DNK,Denmark,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.6,,
810,FIN,Finland,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,6.9,,
811,FRA,France,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,6.5,,
812,DEU,Germany,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,3.1,,
813,GRC,Greece,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,12.2,,
814,HUN,Hungary,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.7,,
815,ISL,Iceland,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,4.1,,
816,IRL,Ireland,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.9,,
817,ITA,Italy,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.9,,
818,JPN,Japan,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,2.4,,
819,KOR,Korea,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,3.2,,
820,LUX,Luxembourg,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,4.3,,
821,MEX,Mexico,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,4.9,,
822,NLD,Netherlands,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,4.5,,
823,NZL,New Zealand,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.1,,
824,NOR,Norway,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,3.1,,
825,POL,Poland,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,7.3,,
826,PRT,Portugal,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,8.6,,
827,SVK,Slovak Republic,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.5,,
828,ESP,Spain,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,17.8,,
829,SWE,Sweden,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,6.5,,
830,CHE,Switzerland,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,3.0,,
831,TUR,Turkey,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,8.1,,
832,GBR,United Kingdom,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.2,,
833,USA,United States,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.9,,
834,BRA,Brazil,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,4.6,E,Estimated value
835,CHL,Chile,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,4.4,E,Estimated value
836,EST,Estonia,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.2,,
837,ISR,Israel,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.0,,
838,RUS,Russia,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,4.0,,
839,SVN,Slovenia,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.5,,
840,OECD,OECD - Total,JE_JT,Job security,L,Value,TOT,Total,PC,Percentage,0,units,,,5.4,,
841,AUS,Australia,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,4.8,,
842,AUT,Austria,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,3.9,,
843,BEL,Belgium,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.1,,
844,CAN,Canada,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,6.8,,
845,CZE,Czech Republic,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,3.6,,
846,DNK,Denmark,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.5,,
847,FIN,Finland,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,7.3,,
848,FRA,France,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,6.5,,
849,DEU,Germany,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,3.2,,
850,GRC,Greece,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,10.8,,
851,HUN,Hungary,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.7,,
852,ISL,Iceland,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,4.3,,
853,IRL,Ireland,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.8,,
854,ITA,Italy,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.6,,
855,JPN,Japan,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,2.2,,
856,KOR,Korea,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,3.4,,
857,LUX,Luxembourg,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,4.0,,
858,MEX,Mexico,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,4.9,,
859,NLD,Netherlands,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,4.7,,
860,NZL,New Zealand,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,4.4,,
861,NOR,Norway,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,3.2,,
862,POL,Poland,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,6.9,,
863,PRT,Portugal,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,8.4,,
864,SVK,Slovak Republic,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.2,,
865,ESP,Spain,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,17.6,,
866,SWE,Sweden,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,6.5,,
867,CHE,Switzerland,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,3.1,,
868,TUR,Turkey,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,7.6,,
869,GBR,United Kingdom,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.2,,
870,USA,United States,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,6.1,,
871,BRA,Brazil,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,3.9,E,Estimated value
872,CHL,Chile,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,4.1,E,Estimated value
873,EST,Estonia,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.3,,
874,ISR,Israel,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,4.8,,
875,RUS,Russia,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,4.3,,
876,SVN,Slovenia,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.0,,
877,OECD,OECD - Total,JE_JT,Job security,L,Value,MN,Men,PC,Percentage,0,units,,,5.4,,
878,AUS,Australia,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,4.9,,
879,AUT,Austria,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,4.0,,
880,BEL,Belgium,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,4.8,,
881,CAN,Canada,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.9,,
882,CZE,Czech Republic,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,4.8,,
883,DNK,Denmark,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.7,,
884,FIN,Finland,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,6.6,,
885,FRA,France,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,6.5,,
886,DEU,Germany,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,2.9,,
887,GRC,Greece,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,14.3,,
888,HUN,Hungary,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.8,,
889,ISL,Iceland,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,3.9,,
890,IRL,Ireland,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,6.0,,
891,ITA,Italy,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,6.4,,
892,JPN,Japan,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,2.6,,
893,KOR,Korea,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,2.9,,
894,LUX,Luxembourg,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,4.7,,
895,MEX,Mexico,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,4.8,,
896,NLD,Netherlands,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,4.2,,
897,NZL,New Zealand,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.8,,
898,NOR,Norway,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,2.9,,
899,POL,Poland,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,7.9,,
900,PRT,Portugal,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,8.9,,
901,SVK,Slovak Republic,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.9,,
902,ESP,Spain,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,18.0,,
903,SWE,Sweden,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,6.5,,
904,CHE,Switzerland,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,2.9,,
905,TUR,Turkey,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,9.3,,
906,GBR,United Kingdom,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.1,,
907,USA,United States,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.7,,
908,BRA,Brazil,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.7,E,Estimated value
909,CHL,Chile,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,4.9,E,Estimated value
910,EST,Estonia,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.1,,
911,ISR,Israel,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.2,,
912,RUS,Russia,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,3.7,,
913,SVN,Slovenia,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,6.1,,
914,OECD,OECD - Total,JE_JT,Job security,L,Value,WMN,Women,PC,Percentage,0,units,,,5.4,,
915,AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.08,,
916,AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.19,,
917,BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,3.88,,
918,CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,0.9,,
919,CZE,Czech Republic,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,3.12,,
920,DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.78,,
921,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.73,,
922,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,3.99,,
923,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,2.37,,
924,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,18.39,,
925,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,5.1,,
926,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.18,,
927,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,8.39,,
928,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,6.94,,
929,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.67,,
930,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,0.01,,
931,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.78,,
932,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,0.08,,
933,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,2.4,,
934,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,0.75,,
935,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,0.32,,
936,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,3.77,,
937,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,9.11,,
938,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,9.46,,
939,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,12.96,,
940,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.37,,
941,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.46,,
942,TUR,Turkey,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,2.37,,
943,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,2.77,,
944,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.91,,
945,BRA,Brazil,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.97,E,Estimated value
946,CHL,Chile,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.59,E,Estimated value
947,EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,3.82,,
948,ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,0.79,,
949,RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,1.7,,
950,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,5.15,,
951,OECD,OECD - Total,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,units,,,2.79,,
952,AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,1.14,,
953,AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,1.24,,
954,BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,4.02,,
955,CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,0.97,,
956,CZE,Czech Republic,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,2.56,,
957,DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,1.58,,
958,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,2.07,,
959,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,4.08,,
960,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,2.55,,
961,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,16.11,,
962,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,5.17,,
963,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,1.27,,
964,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,10.65,,
965,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,6.53,,
966,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,2.12,,
967,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,0.02,,
968,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,1.65,,
969,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,0.07,,
970,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,2.56,,
971,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,0.76,,
972,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,0.39,,
973,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,3.48,,
974,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,9.21,,
975,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,9.49,,
976,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,12.53,,
977,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,1.53,,
978,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,1.28,,
979,TUR,Turkey,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,1.79,,
980,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,3.27,,
981,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,units,,,2.02,,
