Date,Configuration,Customer Postcode,Store Postcode,Retail Price,Screen Size (Inches),Battery Life (Hours),RAM (GB),Processor Speeds (GHz),Integrated Wireless?,HD Size (GB),Bundled Applications?,customer X,customer Y,store X,store Y
1/4/2008 9:11,354,WC2E 8HB,SE1 2BN,495,15,6,2,2,Yes,40,No,530351,180907,534057,179682
1/4/2008 9:22,348,WC1N 3AP,SW1P 3AU,490,15,6,2,1.5,No,80,No,530342,181922,529902,179641
1/4/2008 9:25,6,N1 1HW,E2 0RY,380,15,4,1,1.5,Yes,120,No,531208,183994,535652,182961
1/4/2008 9:28,349,SE21 7BJ,SW12 9HD,560,15,6,2,1.5,No,120,Yes,533180,173938,528739,173080
1/4/2008 9:28,308,CR0 2QA,SW18 1NN,485,15,6,1,2,Yes,80,No,532563,167724,525155,175180
1/4/2008 9:31,70,E1W 2RW,SE8 3JD,455,15,4,2,2,Yes,120,No,534892,180273,537175,177885
1/4/2008 9:31,75,WC2H 7AD,SW1P 3AU,465,15,4,2,2,No,80,Yes,530013,180828,529902,179641
1/4/2008 9:33,368,SE17 3EW,SW1P 3AU,595,15,6,2,2,No,300,No,532040,178015,529902,179641
1/4/2008 9:33,337,SW1A 2DD,SE1 2BN,520,15,6,2,1.5,Yes,40,Yes,530075,180339,534057,179682
1/4/2008 9:36,305,W1T 2QF,NW5 2QH,495,15,6,1,2,Yes,40,Yes,529493,181749,529248,185213
1/4/2008 9:40,365,W1V 7LF,SW1P 3AU,585,15,6,2,2,No,120,Yes,529777,180895,529902,179641
1/4/2008 9:52,223,SW2 2UB,SW1V 4QQ,565,15,5,2,2,No,300,Yes,530812,174017,528924,178440
1/4/2008 9:59,205,WC2N 6HL,SW1V 4QQ,480,15,5,2,1.5,No,120,Yes,530291,180547,528924,178440
1/4/2008 10:07,197,W1T 1HJ,SW1V 4QQ,500,15,5,2,1.5,Yes,120,Yes,529643,181397,528924,178440
1/4/2008 10:18,216,SW8 3JW,SW1V 4QQ,535,15,5,2,2,Yes,300,No,528601,175790,528924,178440
1/4/2008 10:31,367,SE11 6HS,SW1V 4QQ,645,15,6,2,2,No,300,Yes,531169,178443,528924,178440
1/4/2008 10:34,55,EC2M 6SA,SW1P 3AU,540,15,4,2,1.5,Yes,300,Yes,532705,181592,529902,179641
1/4/2008 10:37,294,SE1 2UP,SW1P 3AU,480,15,6,1,1.5,Yes,120,No,533595,180025,529902,179641
1/4/2008 10:39,294,N7 6AR,N17 6QA,480,15,6,1,1.5,Yes,120,No,530461,186176,533788,189994
1/4/2008 10:42,291,SE19 2AE,SW12 9HD,510,15,6,1,1.5,Yes,80,Yes,533991,170533,528739,173080
1/4/2008 10:44,294,WC2B 5EL,SW1P 3AU,480,15,6,1,1.5,Yes,120,No,530438,181476,529902,179641
1/4/2008 10:52,163,SE1 4HL,SE8 3JD,455,15,5,1,2,Yes,80,Yes,533333,179040,537175,177885
1/4/2008 11:22,198,NW3 6SG,N3 1DH,450,15,5,2,1.5,Yes,120,No,526323,185868,525109,190628
1/4/2008 11:27,221,SW8 1RB,SW1P 3AU,505,15,5,2,2,No,120,Yes,530298,177435,529902,179641
1/4/2008 11:30,351,TW7 6QJ,SW18 1NN,620,15,6,2,1.5,No,300,Yes,515861,176247,525155,175180
1/4/2008 11:36,315,NW1 8QU,W10 6HQ,515,15,6,1,2,No,80,Yes,528711,184190,524190,181567
1/4/2008 12:09,145,WC2H 9EP,SW1P 3AU,390,15,5,1,1.5,Yes,40,Yes,530046,181032,529902,179641
1/4/2008 12:15,23,SE1 1TU,SE1 2BN,515,15,4,1,2,Yes,300,Yes,532492,180154,534057,179682
1/4/2008 12:18,308,SE11 5JA,SE1 2BN,485,15,6,1,2,Yes,80,No,530677,177967,534057,179682
1/4/2008 12:25,291,N19 5DF,N3 1DH,510,15,6,1,1.5,Yes,80,Yes,528839,186587,525109,190628
1/4/2008 12:31,296,W1W 7AX,NW5 2QH,540,15,6,1,1.5,Yes,300,No,529055,181630,529248,185213
1/4/2008 12:46,340,W2 4AH,W10 6HQ,510,15,6,2,1.5,Yes,80,No,525756,180828,524190,181567
1/4/2008 12:52,302,NW1 8QU,W10 6HQ,460,15,6,1,1.5,No,120,No,528711,184190,524190,181567
1/4/2008 12:53,157,N7 6AR,E2 0RY,430,15,5,1,1.5,No,120,Yes,530461,186176,535652,182961
1/4/2008 12:54,203,N10 3HN,N17 6QA,460,15,5,2,1.5,No,80,Yes,528531,189555,533788,189994
1/4/2008 13:10,28,E1 5LJ,SE1 2BN,365,15,4,1,2,No,80,No,533961,181776,534057,179682
1/4/2008 13:18,362,WC1H 9DW,NW5 2QH,475,15,6,2,2,No,40,No,530184,182764,529248,185213
1/4/2008 13:21,213,SE23 2NE,SW12 9HD,525,15,5,2,2,Yes,120,Yes,535503,172939,528739,173080
1/4/2008 13:41,152,EC1R 5DU,SW1P 3AU,460,15,5,1,1.5,Yes,300,No,531159,182055,529902,179641
1/4/2008 14:03,80,SW3 2DY,SW1V 4QQ,495,15,4,2,2,No,300,No,527238,178835,528924,178440
1/4/2008 14:04,355,WC2R 3LD,SW1V 4QQ,585,15,6,2,2,Yes,80,Yes,531026,180989,528924,178440
1/4/2008 14:14,350,W2 1HB,W10 6HQ,510,15,6,2,1.5,No,120,No,526556,181417,524190,181567
1/4/2008 14:24,320,WC1N 2JF,SW1P 3AU,545,15,6,1,2,No,300,No,530892,182037,529902,179641
1/4/2008 14:27,208,SE1 3XB,SW1P 3AU,490,15,5,2,1.5,No,300,No,533256,179711,529902,179641
1/4/2008 14:34,17,KT6 4TW,W4 3PH,395,15,4,1,2,Yes,40,Yes,518249,168029,519585,177640
1/4/2008 14:42,51,W1T 1DG,SW1P 3AU,460,15,4,2,1.5,Yes,80,Yes,529584,181554,529902,179641
1/4/2008 14:51,14,W1D 4DJ,SW1P 3AU,360,15,4,1,1.5,No,120,No,529791,181153,529902,179641
1/4/2008 14:55,216,N1 7LB,NW5 2QH,535,15,5,2,2,Yes,300,No,532465,182887,529248,185213
1/4/2008 14:58,340,HA5 5PW,W10 6HQ,510,15,6,2,1.5,Yes,80,No,512253,189590,524190,181567
1/4/2008 15:02,150,EC1A 7JQ,E2 0RY,400,15,5,1,1.5,Yes,120,No,531940,181734,535652,182961
1/4/2008 15:02,1,SW3 2DY,SW1P 3AU,370,15,4,1,1.5,Yes,40,Yes,527238,178835,529902,179641
1/4/2008 15:09,217,SW5 9JA,SW1V 4QQ,445,15,5,2,2,No,40,Yes,525627,178188,528924,178440
1/4/2008 15:17,358,SE25 4LX,SE8 3JD,555,15,6,2,2,Yes,120,No,534575,168236,537175,177885
1/4/2008 15:35,301,KT1 2SF,SW18 1NN,510,15,6,1,1.5,No,120,Yes,518385,168507,525155,175180
1/4/2008 15:38,297,W1D 4UB,SW1P 3AU,450,15,6,1,1.5,No,40,Yes,529706,180991,529902,179641
1/4/2008 15:56,204,SE25 5EU,SE8 3JD,410,15,5,2,1.5,No,80,No,534357,167077,537175,177885
1/4/2008 15:57,221,EC1R 1UY,SW1P 3AU,505,15,5,2,2,No,120,Yes,531467,182944,529902,179641
1/4/2008 16:03,344,SW10 0PL,SW1P 3AU,590,15,6,2,1.5,Yes,300,No,526285,177138,529902,179641
1/4/2008 16:05,80,SE1 8NL,SE1 2BN,495,15,4,2,2,No,300,No,531682,180197,534057,179682
1/4/2008 16:07,354,W1B 5QH,NW5 2QH,495,15,6,2,2,Yes,40,No,529151,181043,529248,185213
1/4/2008 16:11,168,E7 0QQ,SE8 3JD,485,15,5,1,2,Yes,300,No,540567,185074,537175,177885
1/4/2008 16:24,212,SE1 1NA,SW1P 3AU,455,15,5,2,2,Yes,80,No,532684,180134,529902,179641
1/4/2008 16:24,206,WC2R 3JJ,SE1 2BN,430,15,5,2,1.5,No,120,No,531071,181014,534057,179682
1/4/2008 16:26,307,KT2 5EE,SW18 1NN,535,15,6,1,2,Yes,80,Yes,518286,169734,525155,175180
1/4/2008 16:32,339,W11 1PY,SW1V 4QQ,560,15,6,2,1.5,Yes,80,Yes,524367,181248,528924,178440
1/4/2008 16:34,23,WC1N 1AL,SW1P 3AU,515,15,4,1,2,Yes,300,Yes,530112,182434,529902,179641
1/4/2008 16:36,303,CR0 1NF,SW12 9HD,570,15,6,1,1.5,No,300,Yes,532365,165028,528739,173080
1/4/2008 16:37,7,SE17 3EW,SW1V 4QQ,490,15,4,1,1.5,Yes,300,Yes,532040,178015,528924,178440
1/4/2008 16:39,360,E14 8DU,SE1 2BN,615,15,6,2,2,Yes,300,No,536010,180916,534057,179682
1/4/2008 16:44,168,EC2A 3BX,E2 0RY,485,15,5,1,2,Yes,300,No,533245,182557,535652,182961
1/4/2008 16:48,212,SE26 4QY,SW12 9HD,455,15,5,2,2,Yes,80,No,534965,172166,528739,173080
1/4/2008 16:54,307,SE1 0LH,SE1 2BN,535,15,6,1,2,Yes,80,Yes,531942,180037,534057,179682
1/4/2008 17:04,356,EC1N 8QS,SW1P 3AU,535,15,6,2,2,Yes,80,No,531451,181830,529902,179641
1/4/2008 17:06,64,EC4Y 8DT,SW1V 4QQ,470,15,4,2,1.5,No,300,No,531591,181146,528924,178440
1/4/2008 17:08,175,W1G 8PJ,SW1V 4QQ,515,15,5,1,2,No,300,Yes,528458,181650,528924,178440
1/4/2008 17:10,31,EC3R 8BU,SE1 2BN,495,15,4,1,2,No,300,Yes,533055,180692,534057,179682
1/4/2008 17:11,338,WC2E 8RF,SE1 2BN,470,15,6,2,1.5,Yes,40,No,530351,180907,534057,179682
1/4/2008 17:17,353,EC4R 0AN,SW1P 3AU,545,15,6,2,2,Yes,40,Yes,532682,180850,529902,179641
1/4/2008 17:17,361,W1W 5QU,SW1V 4QQ,525,15,6,2,2,No,40,Yes,528866,182122,528924,178440
1/4/2008 17:22,307,EC4R 3TE,SE1 2BN,535,15,6,1,2,Yes,80,Yes,532524,180695,534057,179682
1/4/2008 17:22,320,E1 4TP,SE8 3JD,545,15,6,1,2,No,300,No,535074,181974,537175,177885
1/4/2008 17:26,354,WC1N 1HX,NW5 2QH,495,15,6,2,2,Yes,40,No,530224,182098,529248,185213
1/4/2008 17:31,219,SW3 6NJ,SW1P 3AU,485,15,5,2,2,No,80,Yes,527216,178191,529902,179641
1/4/2008 17:46,341,E6 5LX,E7 8NW,580,15,6,2,1.5,Yes,120,Yes,542887,181517,541428,184515
1/4/2008 17:48,61,SW17 9NG,SW18 1NN,460,15,4,2,1.5,No,120,Yes,527640,171230,525155,175180
1/4/2008 17:50,79,SW2 2UB,SW1P 3AU,545,15,4,2,2,No,300,Yes,530812,174017,529902,179641
1/4/2008 17:50,348,EC4V 2BA,E2 0RY,490,15,6,2,1.5,No,80,No,532381,180953,535652,182961
1/4/2008 17:51,219,EC1R 0HA,NW5 2QH,485,15,5,2,2,No,80,Yes,531599,182271,529248,185213
1/4/2008 17:52,353,EC3V 0DN,SW1P 3AU,545,15,6,2,2,Yes,40,Yes,533040,181063,529902,179641
1/4/2008 17:55,28,E11 4HL,E2 0RY,365,15,4,1,2,No,80,No,538794,186032,535652,182961
1/4/2008 18:00,308,NW1 1TP,NW5 2QH,485,15,6,1,2,Yes,80,No,529312,183437,529248,185213
1/4/2008 18:21,80,E12 5DB,E7 8NW,495,15,4,2,2,No,300,No,541881,185957,541428,184515
1/4/2008 18:22,203,WC2B 5TB,SW1P 3AU,460,15,5,2,1.5,No,80,Yes,530455,181187,529902,179641
1/4/2008 18:29,365,WC1H 0JZ,NW5 2QH,585,15,6,2,2,No,120,Yes,530026,182144,529248,185213
1/4/2008 18:33,337,W1D 4DJ,NW5 2QH,520,15,6,2,1.5,Yes,40,Yes,529791,181153,529248,185213
1/4/2008 18:36,355,KT6 4TW,W4 3PH,585,15,6,2,2,Yes,80,Yes,518249,168029,519585,177640
1/4/2008 18:46,346,E2 0RY,SE1 2BN,450,15,6,2,1.5,No,40,No,535652,182961,534057,179682
1/4/2008 18:51,156,SW16 6EN,SW18 1NN,360,15,5,1,1.5,No,80,No,530044,171416,525155,175180
1/4/2008 18:51,173,EC2A 4NE,E2 0RY,455,15,5,1,2,No,120,Yes,533034,182461,535652,182961
1/4/2008 19:03,361,EC3N 2AE,SE1 2BN,525,15,6,2,2,No,40,Yes,533409,180902,534057,179682
1/4/2008 19:05,203,SW4 0JG,SW1V 4QQ,460,15,5,2,1.5,No,80,Yes,529208,175473,528924,178440
1/4/2008 19:05,199,WC1N 2PB,SE1 2BN,560,15,5,2,1.5,Yes,300,Yes,530769,182111,534057,179682
1/4/2008 19:08,79,SW1Y 4RJ,SW1V 4QQ,545,15,4,2,2,No,300,Yes,529653,180562,528924,178440
1/4/2008 19:15,219,WC1B 3BA,NW5 2QH,485,15,5,2,2,No,80,Yes,530135,181583,529248,185213
1/4/2008 19:23,221,SW8 3JW,SW12 9HD,505,15,5,2,2,No,120,Yes,528601,175790,528739,173080
1/4/2008 19:30,202,SE22 0RR,SW12 9HD,370,15,5,2,1.5,No,40,No,534741,174492,528739,173080
1/4/2008 19:34,195,WC1A 1LH,SW1V 4QQ,480,15,5,2,1.5,Yes,80,Yes,530120,181550,528924,178440
1/4/2008 19:41,344,SE1 7UT,SE1 2BN,590,15,6,2,1.5,Yes,300,No,530871,179610,534057,179682
1/4/2008 19:42,358,EC3A 5AY,SE1 2BN,555,15,6,2,2,Yes,120,No,533393,181173,534057,179682
1/4/2008 19:46,213,SE25 6EA,SW12 9HD,525,15,5,2,2,Yes,120,Yes,533938,168354,528739,173080
1/4/2008 20:11,338,W4 5TF,W10 6HQ,470,15,6,2,1.5,Yes,40,No,520512,178524,524190,181567
1/4/2008 20:12,149,WC2R 1AP,SW1V 4QQ,450,15,5,1,1.5,Yes,120,Yes,531040,181039,528924,178440
1/4/2008 20:12,53,SE6 4RE,SE8 3JD,480,15,4,2,1.5,Yes,120,Yes,537385,173593,537175,177885
1/4/2008 20:14,163,NW1 2DN,NW5 2QH,455,15,5,1,2,Yes,80,Yes,529666,182668,529248,185213
1/4/2008 20:22,337,EC1Y 8JH,E2 0RY,520,15,6,2,1.5,Yes,40,Yes,532407,182113,535652,182961
1/4/2008 20:25,349,WC2H 8LE,SW1V 4QQ,560,15,6,2,1.5,No,120,Yes,530012,181278,528924,178440
1/4/2008 20:28,345,EC2N 2AN,SW1P 3AU,500,15,6,2,1.5,No,40,Yes,532899,181309,529902,179641
1/4/2008 20:33,343,WC2A 3RJ,SE1 2BN,640,15,6,2,1.5,Yes,300,Yes,531018,181266,534057,179682
1/4/2008 20:34,159,EC1V 9AQ,E2 0RY,490,15,5,1,1.5,No,300,Yes,532167,182278,535652,182961
1/4/2008 20:37,318,E2 0RY,SE8 3JD,485,15,6,1,2,No,120,No,535652,182961,537175,177885
1/4/2008 20:48,302,E14 8EZ,E2 0RY,460,15,6,1,1.5,No,120,No,537043,180975,535652,182961
1/4/2008 20:50,167,N7 9BL,E2 0RY,535,15,5,1,2,Yes,300,Yes,530242,184480,535652,182961
1/4/2008 20:53,214,W1F 7QY,SW1P 3AU,475,15,5,2,2,Yes,120,No,529212,180978,529902,179641
1/4/2008 20:57,67,E6 5LX,SE8 3JD,485,15,4,2,2,Yes,80,Yes,542887,181517,537175,177885
1/4/2008 21:03,198,SE17 2DN,SW1P 3AU,450,15,5,2,1.5,Yes,120,No,532435,178280,529902,179641
1/4/2008 21:03,51,WC2H 9HD,NW5 2QH,460,15,4,2,1.5,Yes,80,Yes,530054,181140,529248,185213
1/4/2008 21:14,368,EC4Y 1AA,SW1V 4QQ,595,15,6,2,2,No,300,No,531207,181108,528924,178440
1/4/2008 21:24,30,SW1P 2HA,SW1V 4QQ,385,15,4,1,2,No,120,No,529744,179209,528924,178440
1/4/2008 21:26,306,EC2Y 9AE,E2 0RY,445,15,6,1,2,Yes,40,No,532688,181677,535652,182961
1/4/2008 21:29,364,SE1 2PF,SE1 2BN,515,15,6,2,2,No,80,No,532900,180300,534057,179682
1/4/2008 21:35,153,NW1 4EE,NW5 2QH,370,15,5,1,1.5,No,40,Yes,528846,182533,529248,185213
1/4/2008 21:43,211,EC1R 3AN,SE1 2BN,505,15,5,2,2,Yes,80,Yes,531431,182157,534057,179682
1/4/2008 21:45,75,N6 6BU,N3 1DH,465,15,4,2,2,No,80,Yes,528281,187336,525109,190628
1/4/2008 21:48,24,W12 8LH,W4 3PH,465,15,4,1,2,Yes,300,No,523108,180004,519585,177640
1/4/2008 21:54,342,EC3V 0AS,SW1P 3AU,530,15,6,2,1.5,Yes,120,No,533026,181008,529902,179641
1/4/2008 21:54,361,CR0 1RG,SW18 1NN,525,15,6,2,2,No,40,Yes,532240,165452,525155,175180
1/4/2008 22:04,347,EC2V 8DP,SW1P 3AU,540,15,6,2,1.5,No,80,Yes,532432,181212,529902,179641
1/4/2008 22:06,19,N7 6AR,N17 6QA,435,15,4,1,2,Yes,80,Yes,530461,186176,533788,189994
1/4/2008 22:12,299,SW1V 3AS,SW1V 4QQ,490,15,6,1,1.5,No,80,Yes,529618,178286,528924,178440
1/4/2008 22:13,362,BR3 4DF,SE8 3JD,475,15,6,2,2,No,40,No,536086,168458,537175,177885
1/4/2008 22:15,296,SE20 7DT,SW12 9HD,540,15,6,1,1.5,Yes,300,No,535490,170322,528739,173080
1/4/2008 22:15,150,N7 6PN,E2 0RY,400,15,5,1,1.5,Yes,120,No,530640,185871,535652,182961
1/4/2008 22:19,363,E1 8AH,SW1P 3AU,565,15,6,2,2,No,80,Yes,533699,181198,529902,179641
1/4/2008 22:20,305,NW3 2PN,N3 1DH,495,15,6,1,2,Yes,40,Yes,527151,185481,525109,190628
1/4/2008 22:31,80,SE1 2BN,SE8 3JD,495,15,4,2,2,No,300,No,534057,179682,537175,177885
1/4/2008 22:36,224,N5 2AB,N17 6QA,515,15,5,2,2,No,300,No,531951,185568,533788,189994
1/4/2008 22:42,212,NW10 4UA,W10 6HQ,455,15,5,2,2,Yes,80,No,521633,183110,524190,181567
1/4/2008 22:46,5,NW1 1TP,NW5 2QH,430,15,4,1,1.5,Yes,120,Yes,529312,183437,529248,185213
1/4/2008 22:50,364,TW1 3AW,KT2 5AU,515,15,6,2,2,No,80,No,516617,173615,517917,170243
1/4/2008 22:52,176,W1T 4LZ,NW5 2QH,465,15,5,1,2,No,300,No,529393,181681,529248,185213
1/4/2008 22:53,30,W1T 2QF,NW5 2QH,385,15,4,1,2,No,120,No,529493,181749,529248,185213
1/4/2008 23:10,320,E15 4PT,E2 0RY,545,15,6,1,2,No,300,No,539195,183977,535652,182961
1/4/2008 23:37,57,SW1V 1DW,SE1 2BN,400,15,4,2,1.5,No,40,Yes,529170,178716,534057,179682
1/4/2008 23:43,77,SE25 6EB,CR7 8LE,485,15,4,2,2,No,120,Yes,533998,168421,532714,168302
1/4/2008 23:46,354,EC1Y 1BD,SE1 2BN,495,15,6,2,2,Yes,40,No,532784,182382,534057,179682
1/4/2008 23:53,19,SE1 1TA,SW1V 4QQ,435,15,4,1,2,Yes,80,Yes,532409,180083,528924,178440
1/4/2008 23:55,219,W1X 7FJ,SW1V 4QQ,485,15,5,2,2,No,80,Yes,528511,180346,528924,178440
1/5/2008 0:04,2,W1H 4HX,SW1V 4QQ,320,15,4,1,1.5,Yes,40,No,527470,181663,528924,178440
1/5/2008 0:05,320,SE19 1TQ,SW12 9HD,545,15,6,1,2,No,300,No,533442,170754,528739,173080
1/5/2008 0:10,158,E1 2AE,SE1 2BN,380,15,5,1,1.5,No,120,No,534623,181605,534057,179682
1/5/2008 0:11,80,CR7 8LE,SW18 1NN,495,15,4,2,2,No,300,No,532714,168302,525155,175180
1/5/2008 0:13,345,W2 3EU,SW1V 4QQ,500,15,6,2,1.5,No,40,Yes,526194,180764,528924,178440
1/5/2008 0:15,173,SE16 2HB,SE8 3JD,455,15,5,1,2,No,120,Yes,534742,178789,537175,177885
1/5/2008 0:26,63,EC4V 6AP,SW1P 3AU,520,15,4,2,1.5,No,300,Yes,531615,181078,529902,179641
1/5/2008 0:33,219,W4 3PL,W4 3PH,485,15,5,2,2,No,80,Yes,519299,177852,519585,177640
1/5/2008 0:34,79,NW1 7JE,SW1V 4QQ,545,15,4,2,2,No,300,Yes,529151,183431,528924,178440
1/5/2008 0:35,197,EC4Y 1DE,SE1 2BN,500,15,5,2,1.5,Yes,120,Yes,531605,181157,534057,179682
1/5/2008 0:35,163,E2 6LG,SE8 3JD,455,15,5,1,2,Yes,80,Yes,534493,182661,537175,177885
1/5/2008 0:38,219,SW1X 8HT,SW1V 4QQ,485,15,5,2,2,No,80,Yes,528125,179306,528924,178440
1/5/2008 0:53,366,W6 9DJ,W10 6HQ,535,15,6,2,2,No,120,No,522909,178232,524190,181567
1/5/2008 1:01,358,E11 1NP,E2 0RY,555,15,6,2,2,Yes,120,No,539503,188316,535652,182961
1/5/2008 1:09,303,WC1B 5BP,SW1V 4QQ,570,15,6,1,1.5,No,300,Yes,530106,181797,528924,178440
1/5/2008 1:10,365,SE22 8HJ,SW12 9HD,585,15,6,2,2,No,120,Yes,533811,175125,528739,173080
1/5/2008 1:12,30,W1B 5DL,SW1V 4QQ,385,15,4,1,2,No,120,No,529389,180720,528924,178440
1/5/2008 1:12,25,SE1 6TJ,SE1 2BN,375,15,4,1,2,No,40,Yes,532080,179025,534057,179682
1/5/2008 1:15,320,SW12 8NX,SW1V 4QQ,545,15,6,1,2,No,300,No,528131,173966,528924,178440
1/5/2008 1:30,317,WC1H 8JG,SW1V 4QQ,535,15,6,1,2,No,120,Yes,530516,182647,528924,178440
1/5/2008 1:30,224,WC2H 9HD,NW5 2QH,515,15,5,2,2,No,300,No,530054,181140,529248,185213
1/5/2008 1:31,316,N1 1RL,SW1P 3AU,465,15,6,1,2,No,80,No,531600,184430,529902,179641
1/5/2008 1:32,301,W1F 7QY,SW1V 4QQ,510,15,6,1,1.5,No,120,Yes,529212,180978,528924,178440
1/5/2008 2:00,56,SE1 7NZ,SW1P 3AU,490,15,4,2,1.5,Yes,300,No,530828,179790,529902,179641
1/5/2008 2:04,31,W1H 7AF,W10 6HQ,495,15,4,1,2,No,300,Yes,527966,181067,524190,181567
1/5/2008 2:08,339,SW7 4TE,W10 6HQ,560,15,6,2,1.5,Yes,80,Yes,526350,178695,524190,181567
1/5/2008 2:10,51,EC4V 2BA,SW1P 3AU,460,15,4,2,1.5,Yes,80,Yes,532381,180953,529902,179641
1/5/2008 2:29,309,WC1X 8QZ,NW5 2QH,555,15,6,1,2,Yes,120,Yes,530526,182746,529248,185213
1/5/2008 2:32,200,N3 1DH,N17 6QA,510,15,5,2,1.5,Yes,300,No,525109,190628,533788,189994
1/5/2008 2:33,173,W2 6DT,SW1V 4QQ,455,15,5,1,2,No,120,Yes,526308,181116,528924,178440
1/5/2008 2:38,354,EC1R 5ET,NW5 2QH,495,15,6,2,2,Yes,40,No,531173,182148,529248,185213
1/5/2008 2:40,168,SE26 4QY,SW12 9HD,485,15,5,1,2,Yes,300,No,534965,172166,528739,173080
1/5/2008 2:43,316,WC2R 3JF,SW1V 4QQ,465,15,6,1,2,No,80,No,531051,181023,528924,178440
1/5/2008 2:43,299,E1 1DT,SE8 3JD,490,15,6,1,1.5,No,80,Yes,534279,181643,537175,177885
1/5/2008 3:01,318,EC1M 4DE,NW5 2QH,485,15,6,1,2,No,120,No,531669,182060,529248,185213
1/5/2008 3:13,320,SW16 6EN,SW12 9HD,545,15,6,1,2,No,300,No,530044,171416,528739,173080
1/5/2008 3:17,202,NW1 7JE,SW1V 4QQ,370,15,5,2,1.5,No,40,No,529151,183431,528924,178440
1/5/2008 3:44,69,SE3 0QJ,SE8 3JD,505,15,4,2,2,Yes,120,Yes,539267,176221,537175,177885
1/5/2008 3:45,342,SE25 6EA,SE8 3JD,530,15,6,2,1.5,Yes,120,No,533938,168354,537175,177885
1/5/2008 3:51,213,SW1H 9LA,SW1P 3AU,525,15,5,2,2,Yes,120,Yes,529770,179501,529902,179641
1/5/2008 4:00,289,WC2H 9EP,SE1 2BN,470,15,6,1,1.5,Yes,40,Yes,530046,181032,534057,179682
1/5/2008 4:09,363,W1J 7QA,W10 6HQ,565,15,6,2,2,No,80,Yes,528760,180230,524190,181567
1/5/2008 4:14,351,SE25 4LX,CR7 8LE,620,15,6,2,1.5,No,300,Yes,534575,168236,532714,168302
1/5/2008 4:35,61,E1 4AA,E2 0RY,460,15,4,2,1.5,No,120,Yes,535695,182180,535652,182961
1/5/2008 4:35,69,E1 7LS,E2 0RY,505,15,4,2,2,Yes,120,Yes,533466,181699,535652,182961
1/5/2008 4:44,297,CR0 6PU,SE8 3JD,450,15,6,1,1.5,No,40,Yes,533582,166248,537175,177885
1/5/2008 4:47,69,SE25 4LX,SE8 3JD,505,15,4,2,2,Yes,120,Yes,534575,168236,537175,177885
1/5/2008 4:48,80,N1 6AD,SE1 2BN,495,15,4,2,2,No,300,No,532755,182698,534057,179682
1/5/2008 4:48,289,WC1N 3AR,NW5 2QH,470,15,6,1,1.5,Yes,40,Yes,530317,181980,529248,185213
1/5/2008 4:57,214,EC4R 0AN,E2 0RY,475,15,5,2,2,Yes,120,No,532682,180850,535652,182961
1/5/2008 4:59,342,W1T 1HH,NW5 2QH,530,15,6,2,1.5,Yes,120,No,529654,181374,529248,185213
1/5/2008 5:05,213,N1 8HD,SE1 2BN,525,15,5,2,2,Yes,120,Yes,532018,183305,534057,179682
1/5/2008 5:06,162,E1 2NB,SE8 3JD,365,15,5,1,2,Yes,40,No,534833,181288,537175,177885
1/5/2008 5:26,309,E15 4PT,SE8 3JD,555,15,6,1,2,Yes,120,Yes,539195,183977,537175,177885
1/5/2008 5:27,156,EC2A 2ER,SE1 2BN,360,15,5,1,1.5,No,80,No,532961,181912,534057,179682
1/5/2008 5:28,320,CR7 6AW,CR7 8LE,545,15,6,1,2,No,300,No,531239,167892,532714,168302
1/5/2008 5:29,5,N1 7TA,NW5 2QH,430,15,4,1,1.5,Yes,120,Yes,532306,183110,529248,185213
1/5/2008 5:31,166,E17 9NL,E7 8NW,425,15,5,1,2,Yes,120,No,537855,188970,541428,184515
1/5/2008 5:48,362,W1T 1HH,SW1V 4QQ,475,15,6,2,2,No,40,No,529654,181374,528924,178440
1/5/2008 5:53,75,N1 8EQ,NW5 2QH,465,15,4,2,2,No,80,Yes,531505,183277,529248,185213
1/5/2008 6:09,310,SE3 0QJ,SE1 2BN,505,15,6,1,2,Yes,120,No,539267,176221,534057,179682
1/5/2008 6:14,338,SE5 8RS,SW1P 3AU,470,15,6,2,1.5,Yes,40,No,532566,176473,529902,179641
1/5/2008 6:19,307,EC3V 1LR,E2 0RY,535,15,6,1,2,Yes,80,Yes,533095,181047,535652,182961
1/5/2008 6:24,14,SW13 0NR,W4 3PH,360,15,4,1,1.5,No,120,No,521326,176150,519585,177640
1/5/2008 6:25,55,WC2E 7BN,SW1V 4QQ,540,15,4,2,1.5,Yes,300,Yes,530473,180945,528924,178440
1/5/2008 6:25,338,SE24 0NG,SW12 9HD,470,15,6,2,1.5,Yes,40,No,531906,174350,528739,173080
1/5/2008 6:26,292,SE1 8HA,SW1P 3AU,460,15,6,1,1.5,Yes,80,No,531615,179949,529902,179641
1/5/2008 6:33,303,TW10 6RN,KT2 5AU,570,15,6,1,1.5,No,300,Yes,518337,173960,517917,170243
1/5/2008 6:42,338,W1D 5BH,NW5 2QH,470,15,6,2,1.5,Yes,40,No,529752,180942,529248,185213
1/5/2008 6:48,289,SW11 3BW,SW18 1NN,470,15,6,1,1.5,Yes,40,Yes,527497,176369,525155,175180
1/5/2008 6:53,201,SW11 3BW,SW18 1NN,420,15,5,2,1.5,No,40,Yes,527497,176369,525155,175180
1/5/2008 6:55,208,N1 3PB,E2 0RY,490,15,5,2,1.5,No,300,No,532528,184464,535652,182961
